Subject,Contrast,,,,,,,,,,,,,,,,,,,
043_FED_20170630b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
189_FED_20170220b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
238_FED_20160916b_3T1_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
288_FED_20170620b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
291_FED_20160916a_3T1_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
296_FED_20170301a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
338_FED_20170626b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
343_FED_20160916c_3T1_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
365_FED_20170224a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
366_FED_20170313a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
424_FED_20170623b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
430_FED_20170621b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
524_FED_20170331a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
550_FED_20170228c_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
551_FED_20170302b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
576_FED_20170630a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
582_FED_20170622b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
602_FED_20170621a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
625_FED_20170619a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
627_FED_20170620a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
630_FED_20170621c_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
632_FED_20170623a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
633_FED_20170626a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
636_FED_20170628b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
637_FED_20170628c_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
640_FED_20170629c_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
641_FED_20170629b_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
642_FED_20170629a_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES
645_FED_20170630e_3T2_PL2017,MAN_BASE,MAN_NCHANGE,MAN_AJCHANGE,MAN_PREPCHANGE,MAN_MEANINGPRES,GLASS_BASE,GLASS_NCHANGE,GLASS_AJCHANGE,GLASS_PREPCHANGE,GLASS_MEANINGPRES,PEN_BASE,PEN_NCHANGE,PEN_AJCHANGE,PEN_PREPCHANGE,PEN_MEANINGPRES,CAT_BASE,CAT_NCHANGE,CAT_AJCHANGE,CAT_PREPCHANGE,CAT_MEANINGPRES